,matchcode,map,team1,team2,score1,score2,event,stars,date
270,2327582,Dust2,LITVA,Wolsung,22,20,Zowie BenQ GOEXANIMO 5x5 #13,0,2018-10-07
271,2327557,Nuke,OpTic India,MVP PK,7,16,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
272,2327557,Inferno,OpTic India,MVP PK,20,22,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
273,2327556,Train,BOOT-d[S],BOOM,16,2,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
274,2327556,Nuke,BOOT-d[S],BOOM,19,17,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
275,2327352,Overpass,North,OpTic,16,7,StarSeries i-League Season 6,1,2018-10-07
276,2327538,Inferno,Endpoint,PACT,16,11,X-Bet.co Invitational 4,0,2018-10-07
277,2327351,Cache,HellRaisers,Imperial,11,16,StarSeries i-League Season 6,1,2018-10-07
278,2327553,Mirage,Lucid Dream,BOOT-d[S],14,16,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
279,2327552,Nuke,SCARZ Absolute,BOOM,13,16,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
280,2327554,Overpass,OpTic India,Beyond,16,10,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
281,2327555,Dust2,Ignis,MVP PK,5,16,Toyota Master Bangkok 2018 SEA Qualifier,0,2018-10-07
282,2327537,Mirage,SuperJymy,Izako Boars,16,8,X-Bet.co Invitational 4,0,2018-10-07
283,2327536,Train,Izako Boars,PACT,16,14,X-Bet.co Invitational 4,0,2018-10-07
284,2327350,Inferno,ENCE,TYLOO,16,6,StarSeries i-League Season 6,2,2018-10-07
285,2327349,Inferno,Renegades,CyberZen,13,16,StarSeries i-League Season 6,0,2018-10-07
286,2327416,Cache,Dream Chaser,VTE,2,16,WESG 2018 Laos Regional Finals,0,2018-10-07
287,2327416,Train,Dream Chaser,VTE,6,16,WESG 2018 Laos Regional Finals,0,2018-10-07
288,2327343,Train,MIBR,Spacestation,16,10,ECS Season 6 North America,1,2018-10-07
289,2327342,Overpass,Spacestation,MIBR,10,16,ECS Season 6 North America,1,2018-10-07
290,2327535,Inferno,Farmers,Poutine Warriors,5,16,WESG 2018 Canada Playoffs,0,2018-10-07
291,2327535,Cache,Farmers,Poutine Warriors,9,16,WESG 2018 Canada Playoffs,0,2018-10-07
292,2327337,Cache,Liquid,MIBR,16,14,ECS Season 6 North America,4,2018-10-07
293,2327336,Inferno,MIBR,Liquid,16,10,ECS Season 6 North America,4,2018-10-07
294,2327529,Overpass,LiviD,Poutine Warriors,15,19,WESG 2018 Canada Playoffs,0,2018-10-07
295,2327529,Train,LiviD,Poutine Warriors,16,5,WESG 2018 Canada Playoffs,0,2018-10-07
296,2327529,Cache,LiviD,Poutine Warriors,16,7,WESG 2018 Canada Playoffs,0,2018-10-07
297,2327528,Cache,up north,Farmers,1,16,WESG 2018 Canada Playoffs,0,2018-10-06
298,2327528,Mirage,up north,Farmers,16,13,WESG 2018 Canada Playoffs,0,2018-10-06
299,2327528,Dust2,up north,Farmers,16,19,WESG 2018 Canada Playoffs,0,2018-10-06
300,2327527,Overpass,AVANGAR,Imperial,2,16,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-06
301,2327527,Mirage,AVANGAR,Imperial,16,12,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-06
302,2327527,Cache,AVANGAR,Imperial,16,14,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-06
303,2327447,Inferno,North,Astralis,4,16,ECS Season 6 Europe,3,2018-10-06
304,2327446,Dust2,Astralis,North,16,3,ECS Season 6 Europe,3,2018-10-06
305,2327161,Inferno,Poutine Warriors,up north,16,9,WESG 2018 Canada Playoffs,0,2018-10-06
306,2327161,Train,Poutine Warriors,up north,16,12,WESG 2018 Canada Playoffs,0,2018-10-06
307,2327160,Cache,LiviD,Farmers,16,7,WESG 2018 Canada Playoffs,0,2018-10-06
308,2327160,Mirage,LiviD,Farmers,16,14,WESG 2018 Canada Playoffs,0,2018-10-06
309,2327450,Mirage,Virtus.pro,Red Reserve,22,19,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-06
310,2327450,Cache,Virtus.pro,Red Reserve,14,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-06
311,2327450,Dust2,Virtus.pro,Red Reserve,16,3,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-06
312,2327450,Train,Virtus.pro,Red Reserve,2,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-06
313,2327444,Train,Russia,forZe,16,13,WESG 2018 Russia by OMEN LAN,0,2018-10-06
314,2327444,Overpass,Russia,forZe,16,14,WESG 2018 Russia by OMEN LAN,0,2018-10-06
315,2327449,Nuke,Imperial,Monolith,16,10,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-06
316,2327449,Mirage,Imperial,Monolith,16,7,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-06
317,2327448,Overpass,Spirit,AVANGAR,6,16,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-06
318,2327448,Mirage,Spirit,AVANGAR,1,16,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-06
319,2327441,Mirage,Ignite,Great Danes,8,16,DUST2 - FINAL FOUR: Gaming Not Gambling,0,2018-10-06
320,2327441,Inferno,Ignite,Great Danes,16,12,DUST2 - FINAL FOUR: Gaming Not Gambling,0,2018-10-06
321,2327441,Train,Ignite,Great Danes,16,10,DUST2 - FINAL FOUR: Gaming Not Gambling,0,2018-10-06
322,2327445,Mirage,SuperJymy,Endpoint,19,15,X-Bet.co Invitational 4,0,2018-10-06
323,2327442,Overpass,Squared,Ambush,16,6,DUST2 - FINAL FOUR: Gaming Not Gambling,0,2018-10-06
324,2327442,Train,Squared,Ambush,16,4,DUST2 - FINAL FOUR: Gaming Not Gambling,0,2018-10-06
325,2327526,Mirage,GOSU,MVP PK,11,16,ESL Pro League Season 8 China Closed Qualifier,0,2018-10-06
326,2327526,Inferno,GOSU,MVP PK,16,11,ESL Pro League Season 8 China Closed Qualifier,0,2018-10-06
327,2327526,Nuke,GOSU,MVP PK,2,16,ESL Pro League Season 8 China Closed Qualifier,0,2018-10-06
328,2327525,Inferno,EHOME,MVP PK,16,9,ESL Pro League Season 8 China Closed Qualifier,0,2018-10-06
329,2327525,Dust2,EHOME,MVP PK,12,16,ESL Pro League Season 8 China Closed Qualifier,0,2018-10-06
330,2327525,Nuke,EHOME,MVP PK,5,16,ESL Pro League Season 8 China Closed Qualifier,0,2018-10-06
331,2327415,Mirage,Red squad,VTE,1,16,WESG 2018 Laos Regional Finals,0,2018-10-06
332,2327415,Train,Red squad,VTE,4,16,WESG 2018 Laos Regional Finals,0,2018-10-06
333,2327199,Cache,Rogue,Cloud9,12,16,ESL Pro League Season 8 North America,0,2018-10-06
334,2327414,Mirage,BKO potata Aim,Dream Chaser,0,16,WESG 2018 Laos Regional Finals,0,2018-10-06
335,2327414,Cache,BKO potata Aim,Dream Chaser,0,16,WESG 2018 Laos Regional Finals,0,2018-10-06
336,2327198,Inferno,Cloud9,Rogue,16,9,ESL Pro League Season 8 North America,0,2018-10-06
337,2327335,Inferno,Cloud9,Luminosity,16,13,ECS Season 6 North America,0,2018-10-06
338,2327197,Inferno,MIBR,INTZ,16,4,ESL Pro League Season 8 North America,1,2018-10-06
339,2327196,Dust2,INTZ,MIBR,15,19,ESL Pro League Season 8 North America,1,2018-10-06
340,2327334,Train,Luminosity,Cloud9,19,16,ECS Season 6 North America,0,2018-10-06
341,2327023,Mirage,Imperial,Santos,16,8,ESL Brazil Premier League Season 6,0,2018-10-06
342,2327023,Train,Imperial,Santos,16,7,ESL Brazil Premier League Season 6,0,2018-10-06
343,2326809,Mirage,Bulldozer,Isurus,14,16,ESL Brazil Premier League Season 6,0,2018-10-06
344,2326809,Overpass,Bulldozer,Isurus,8,16,ESL Brazil Premier League Season 6,0,2018-10-06
345,2327195,Cache,Liquid,Envy,16,7,ESL Pro League Season 8 North America,1,2018-10-06
346,2327333,Cache,Luminosity,eUnited,16,6,ECS Season 6 North America,0,2018-10-06
347,2327194,Inferno,Envy,Liquid,6,16,ESL Pro League Season 8 North America,1,2018-10-06
348,2327440,Dust2,KoN Sweden,KoN Denmark,16,10,King of Nordic Season 12,0,2018-10-06
349,2327332,Mirage,eUnited,Luminosity,16,6,ECS Season 6 North America,0,2018-10-06
350,2327439,Train,KoN Denmark,KoN Finland,16,12,King of Nordic Season 12,0,2018-10-05
351,2327152,Inferno,Space Soldiers,G2,14,16,ESL Pro League Season 8 Europe,1,2018-10-05
352,2327154,Train,FaZe,AGO,16,3,ESL Pro League Season 8 Europe,1,2018-10-05
353,2327427,Mirage,Virtus.pro,mousesports,12,16,ECS Season 6 Europe,1,2018-10-05
354,2327153,Inferno,AGO,FaZe,5,16,ESL Pro League Season 8 Europe,1,2018-10-05
355,2327151,Cache,G2,Space Soldiers,7,16,ESL Pro League Season 8 Europe,1,2018-10-05
356,2327103,Inferno,Brutality,2ez,9,16,Dew Arena 2018,0,2018-10-05
357,2327438,Train,KoN Finland,KoN Norway,37,33,King of Nordic Season 12,0,2018-10-05
358,2327426,Inferno,mousesports,Virtus.pro,16,7,ECS Season 6 Europe,1,2018-10-05
359,2327148,Dust2,AGO,Heroic,14,16,ESL Pro League Season 8 Europe,1,2018-10-05
360,2327150,Overpass,Windigo,FaZe,8,16,ESL Pro League Season 8 Europe,1,2018-10-05
361,2327294,Cache,FCDB,Nexus,2,16,Kalashnikov CUP,0,2018-10-05
362,2327149,Inferno,FaZe,Windigo,16,5,ESL Pro League Season 8 Europe,1,2018-10-05
363,2327147,Train,Heroic,AGO,16,7,ESL Pro League Season 8 Europe,1,2018-10-05
364,2327435,Dust2,AVANGAR,forZe,16,12,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-05
365,2327435,Overpass,AVANGAR,forZe,19,17,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-05
366,2327102,Inferno,ATE,Brutality,15,15,Dew Arena 2018,0,2018-10-05
367,2327146,Inferno,G2,Heroic,16,6,ESL Pro League Season 8 Europe,2,2018-10-05
368,2327144,Inferno,Astralis,mousesports,16,11,ESL Pro League Season 8 Europe,4,2018-10-05
369,2327437,Inferno,Vega Squadron,Monolith,17,19,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-05
370,2327437,Dust2,Vega Squadron,Monolith,14,16,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-05
371,2327145,Dust2,Heroic,G2,12,16,ESL Pro League Season 8 Europe,2,2018-10-05
372,2327143,Train,mousesports,Astralis,13,16,ESL Pro League Season 8 Europe,4,2018-10-05
373,2327432,Cache,Space Soldiers,Spirit,19,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-05
374,2327432,Nuke,Space Soldiers,Spirit,12,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-05
375,2327432,Inferno,Space Soldiers,Spirit,8,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-05
376,2327101,Mirage,Entity,2ez,16,9,Dew Arena 2018,0,2018-10-05
377,2327431,Inferno,ALTERNATE aTTaX,OpTic,19,15,ESEA MDL Season 29 Europe,0,2018-10-05
378,2327436,Mirage,HellRaisers,Imperial,13,16,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-05
379,2327436,Overpass,HellRaisers,Imperial,16,8,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-05
380,2327436,Train,HellRaisers,Imperial,12,16,EPICENTER 2018 CIS Closed Qualifier,1,2018-10-05
381,2327430,Dust2,x-kom,Nordavind,16,11,X-Bet.co Invitational 4,0,2018-10-05
382,2327430,Overpass,x-kom,Nordavind,16,11,X-Bet.co Invitational 4,0,2018-10-05
383,2327100,Train,Entity,ATE,16,13,Dew Arena 2018,0,2018-10-05
384,2327434,Nuke,Spirit,Atlants,16,5,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-05
385,2327434,Mirage,Spirit,Atlants,13,16,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-05
386,2327434,Dust2,Spirit,Atlants,16,6,EPICENTER 2018 CIS Closed Qualifier,0,2018-10-05
387,2327099,Inferno,2ez,ATE,16,13,Dew Arena 2018,0,2018-10-05
388,2327422,Train,TNC,FrostFire,14,16,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
389,2327422,Mirage,TNC,FrostFire,16,4,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
390,2327422,Nuke,TNC,FrostFire,12,16,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
391,2327423,Mirage,Beyond,Signature,10,16,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
392,2327423,Nuke,Beyond,Signature,14,16,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
393,2327098,Inferno,Brutality,Entity,12,16,Dew Arena 2018,0,2018-10-05
394,2327421,Overpass,Lucid Dream,XCN,19,17,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
395,2327421,Dust2,Lucid Dream,XCN,16,5,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
396,2327192,Dust2,Luminosity,Liquid,16,10,ESL Pro League Season 8 North America,1,2018-10-05
397,2327420,Mirage,BOOT-d[S],Recca,16,7,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
398,2327420,Train,BOOT-d[S],Recca,16,0,ESL Pro League Season 8 SEA Closed Qualifier,0,2018-10-05
399,2327191,Cache,Liquid,Luminosity,16,8,ESL Pro League Season 8 North America,1,2018-10-05
400,2327317,Overpass,Fam143,Las Vegas MiniGunners,16,14,Gfinity Spring Series 2018 North America,0,2018-10-05
401,2327317,Nuke,Fam143,Las Vegas MiniGunners,31,29,Gfinity Spring Series 2018 North America,0,2018-10-05
402,2327190,Train,Ghost,eUnited,16,10,ESL Pro League Season 8 North America,0,2018-10-05
403,2327410,Inferno,Imperial,WePlayGames,16,5,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
404,2327410,Cache,Imperial,WePlayGames,13,16,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
405,2327410,Train,Imperial,WePlayGames,16,10,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
406,2327159,Cache,Infamous,ex-Velocity,12,16,ESEA MDL Season 29 North America,0,2018-10-05
407,2327402,Cache,C4,Gamdias,16,10,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
408,2327402,Overpass,C4,Gamdias,16,11,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
409,2327331,Overpass,Spacestation,Liquid,12,16,ECS Season 6 North America,1,2018-10-05
410,2327189,Inferno,eUnited,Ghost,16,14,ESL Pro League Season 8 North America,0,2018-10-05
411,2327428,Dust2,TeamOne,Swole Patrol,10,16,ESEA MDL Season 29 North America,0,2018-10-05
412,2327281,Nuke,Vision,Test Takers,16,11,ESEA MDL Season 29 North America,0,2018-10-05
413,2326957,Cache,Bravado,Mythic,10,16,ESEA MDL Season 29 North America,0,2018-10-05
414,2326956,Mirage,Gorilla Gang,Old Guys Club,16,4,ESEA MDL Season 29 North America,0,2018-10-05
415,2327330,Cache,Liquid,Spacestation,16,7,ECS Season 6 North America,1,2018-10-05
416,2327409,Nuke,Isurus,Depre,16,6,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
417,2327409,Overpass,Isurus,Depre,16,4,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
418,2327188,Cache,MIBR,Cloud9,16,8,ESL Pro League Season 8 North America,1,2018-10-05
419,2327280,Nuke,Vision,Fam143,16,10,ESEA MDL Season 29 North America,0,2018-10-05
420,2327329,Mirage,Rogue,Luminosity,16,14,ECS Season 6 North America,0,2018-10-05
421,2327405,Cache,DETONA,KSHORRADA S.A,16,1,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
422,2327405,Dust2,DETONA,KSHORRADA S.A,16,4,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
423,2327187,Inferno,Cloud9,MIBR,9,16,ESL Pro League Season 8 North America,1,2018-10-05
424,2327328,Cache,Luminosity,Rogue,17,19,ECS Season 6 North America,0,2018-10-05
425,2327425,Cache,AGO,Sharks,7,16,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-05
426,2327425,Dust2,AGO,Sharks,16,6,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-05
427,2327425,Inferno,AGO,Sharks,22,19,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-05
428,2327142,Train,Heroic,Windigo,22,19,ESL Pro League Season 8 Europe,1,2018-10-05
429,2327309,Train,Russian Forces,Donut Galaxy,5,16,WESG 2018 Russia by OMEN LAN Female,0,2018-10-05
430,2327309,Mirage,Russian Forces,Donut Galaxy,16,12,WESG 2018 Russia by OMEN LAN Female,0,2018-10-05
431,2327309,Inferno,Russian Forces,Donut Galaxy,12,16,WESG 2018 Russia by OMEN LAN Female,0,2018-10-05
432,2327401,Inferno,Wild,Bragantino,16,3,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
433,2327401,Mirage,Wild,Bragantino,16,12,GAMECON Brasília 2018 Closed Qualifier,0,2018-10-05
434,2327140,Train,mousesports,Space Soldiers,16,9,ESL Pro League Season 8 Europe,1,2018-10-05
435,2327395,Mirage,Imperial,Tempo Storm,12,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
436,2327395,Dust2,Imperial,Tempo Storm,6,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
437,2327395,Train,Imperial,Tempo Storm,16,13,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
438,2327395,Cache,Imperial,Tempo Storm,16,8,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
439,2327141,Dust2,Windigo,Heroic,16,10,ESL Pro League Season 8 Europe,1,2018-10-04
440,2327139,Dust2,Space Soldiers,mousesports,16,7,ESL Pro League Season 8 Europe,1,2018-10-04
441,2327298,Train,Ambush,WASD,11,16,Gfinity Spring Series 2018 Europe,0,2018-10-04
442,2327298,Nuke,Ambush,WASD,16,7,Gfinity Spring Series 2018 Europe,0,2018-10-04
443,2327298,Overpass,Ambush,WASD,16,12,Gfinity Spring Series 2018 Europe,0,2018-10-04
444,2327327,Train,Virtus.pro,OpTic,16,11,ECS Season 6 Europe,1,2018-10-04
445,2327138,Train,Space Soldiers,Astralis,19,15,ESL Pro League Season 8 Europe,1,2018-10-04
446,2327399,Overpass,LDLC,Endpoint,22,20,ESEA MDL Season 29 Europe,0,2018-10-04
447,2327326,Mirage,OpTic,Virtus.pro,16,4,ECS Season 6 Europe,1,2018-10-04
448,2327403,Overpass,Kinguin,ALTERNATE aTTaX,12,16,Hellcase Cup 7,1,2018-10-04
449,2327403,Train,Kinguin,ALTERNATE aTTaX,16,9,Hellcase Cup 7,1,2018-10-04
450,2327403,Nuke,Kinguin,ALTERNATE aTTaX,16,14,Hellcase Cup 7,1,2018-10-04
451,2327136,Overpass,G2,FaZe,14,16,ESL Pro League Season 8 Europe,2,2018-10-04
452,2327137,Inferno,Astralis,Space Soldiers,25,21,ESL Pro League Season 8 Europe,1,2018-10-04
453,2327424,Train,Great Danes,PACT,9,16,Gfinity Spring Series 2018 Europe,0,2018-10-04
454,2327424,Mirage,Great Danes,PACT,16,19,Gfinity Spring Series 2018 Europe,0,2018-10-04
455,2327418,Mirage,topnotcheu,Sharks,16,19,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-04
456,2327418,Cache,topnotcheu,Sharks,14,16,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-04
457,2327396,Overpass,LDLC,Red Reserve,16,12,ESEA MDL Season 29 Europe,0,2018-10-04
458,2327135,Inferno,FaZe,G2,9,16,ESL Pro League Season 8 Europe,2,2018-10-04
459,2327417,Mirage,x-kom,Tricked,13,16,Kalashnikov CUP,0,2018-10-04
460,2327394,Nuke,Space Soldiers,3DMAX,16,9,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
461,2327394,Dust2,Space Soldiers,3DMAX,16,11,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
462,2327300,Cache,Epsilon,expert,16,7,ESEA MDL Season 29 Europe,0,2018-10-04
463,2327132,Dust2,FaZe,Astralis,4,16,ESL Pro League Season 8 Europe,3,2018-10-04
464,2327134,Inferno,G2,mousesports,8,16,ESL Pro League Season 8 Europe,2,2018-10-04
465,2327131,Mirage,Astralis,FaZe,16,7,ESL Pro League Season 8 Europe,3,2018-10-04
466,2327295,Inferno,PACT,Quantum Bellator Fire,16,13,Kalashnikov CUP,0,2018-10-04
467,2327392,Mirage,Majestic Lions,Bpro,9,16,Thunderpick Invitational #3,0,2018-10-04
468,2327392,Dust2,Majestic Lions,Bpro,14,16,Thunderpick Invitational #3,0,2018-10-04
469,2327133,Nuke,mousesports,G2,16,5,ESL Pro League Season 8 Europe,2,2018-10-04
470,2327393,Train,Virtus.pro,Sprout,3,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
471,2327393,Mirage,Virtus.pro,Sprout,16,14,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
472,2327393,Dust2,Virtus.pro,Sprout,16,13,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-04
473,2327308,Train,PACT,AGO,6,16,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-04
474,2327308,Inferno,PACT,AGO,1,16,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-04
475,2327391,Nuke,Nordavind,expert,16,7,X-Bet.co Invitational 4,0,2018-10-04
476,2327348,Mirage,HAVU,SuperJymy,16,19,Finnish Esports League Season 5 Finals,0,2018-10-04
477,2327348,Train,HAVU,SuperJymy,16,14,Finnish Esports League Season 5 Finals,0,2018-10-04
478,2327348,Overpass,HAVU,SuperJymy,16,8,Finnish Esports League Season 5 Finals,0,2018-10-04
479,2327390,Mirage,Bpro,x-kom,16,10,X-Bet.co Invitational 4,0,2018-10-04
480,2327413,Mirage,Breakaway,Chiefs,15,19,LPL Pro ANZ Invitational,0,2018-10-04
481,2327412,Mirage,Legacy,Ground Zero,16,10,LPL Pro ANZ Invitational,0,2018-10-04
482,2327411,Mirage,Tainted Minds,Grayhound,16,11,LPL Pro ANZ Invitational,0,2018-10-04
483,2327185,Mirage,Renegades,Rogue,16,10,ESL Pro League Season 8 North America,0,2018-10-04
484,2327186,Mirage,eUnited,Cloud9,9,16,ESL Pro League Season 8 North America,0,2018-10-04
485,2327181,Dust2,Rogue,Renegades,11,16,ESL Pro League Season 8 North America,0,2018-10-04
486,2327318,Inferno,Infamous,Atlas,16,7,Gfinity Spring Series 2018 North America,0,2018-10-04
487,2327318,Mirage,Infamous,Atlas,16,11,Gfinity Spring Series 2018 North America,0,2018-10-04
488,2327182,Overpass,Cloud9,eUnited,6,16,ESL Pro League Season 8 North America,0,2018-10-04
489,2327158,Train,Vault,Gorilla Gang,16,14,ESEA MDL Season 29 North America,0,2018-10-04
490,2327180,Cache,compLexity,NRG,16,12,ESL Pro League Season 8 North America,2,2018-10-04
491,2327178,Mirage,MIBR,Luminosity,16,8,ESL Pro League Season 8 North America,1,2018-10-04
492,2327323,Inferno,Rogue,eUnited,16,6,ECS Season 6 North America,0,2018-10-04
493,2327157,Overpass,ex-Velocity,Mythic,7,16,ESEA MDL Season 29 North America,0,2018-10-04
494,2326962,Overpass,Excelerate,Spacestation,12,16,ESEA MDL Season 29 North America,0,2018-10-04
495,2327177,Nuke,NRG,compLexity,16,13,ESL Pro League Season 8 North America,2,2018-10-04
496,2327176,Overpass,Luminosity,MIBR,10,16,ESL Pro League Season 8 North America,1,2018-10-04
497,2327322,Cache,eUnited,Rogue,16,14,ECS Season 6 North America,0,2018-10-04
498,2327156,Nuke,Swole Patrol,cantwinalan,16,6,ESEA MDL Season 29 North America,0,2018-10-04
499,2327174,Mirage,Ghost,NRG,16,14,ESL Pro League Season 8 North America,1,2018-10-04
500,2327175,Mirage,compLexity,Renegades,12,16,ESL Pro League Season 8 North America,1,2018-10-04
501,2327321,Cache,Liquid,Luminosity,16,9,ECS Season 6 North America,1,2018-10-04
502,2327171,Dust2,Renegades,compLexity,22,19,ESL Pro League Season 8 North America,1,2018-10-04
503,2327170,Inferno,NRG,Ghost,12,16,ESL Pro League Season 8 North America,1,2018-10-04
504,2327320,Inferno,Luminosity,Liquid,12,16,ECS Season 6 North America,1,2018-10-04
505,2327130,Mirage,NiP,AGO,13,16,ESL Pro League Season 8 Europe,1,2018-10-03
506,2327128,Inferno,Astralis,BIG,13,16,ESL Pro League Season 8 Europe,3,2018-10-03
507,2327313,Overpass,Ambush,unknown,16,6,Dust2.dk Power Challenger 23,0,2018-10-03
508,2327313,Nuke,Ambush,unknown,14,16,Dust2.dk Power Challenger 23,0,2018-10-03
509,2327313,Inferno,Ambush,unknown,16,8,Dust2.dk Power Challenger 23,0,2018-10-03
510,2327293,Inferno,AVANGAR,3DMAX,14,16,Hellcase Cup 7,0,2018-10-03
511,2327293,Dust2,AVANGAR,3DMAX,16,9,Hellcase Cup 7,0,2018-10-03
512,2327293,Cache,AVANGAR,3DMAX,16,9,Hellcase Cup 7,0,2018-10-03
513,2327389,Mirage,Sprout,Sharks,7,16,Toyota Master Bangkok 2018 Europe Qualifier,0,2018-10-03
514,2327315,Nuke,LDLC,mousesports,16,8,ECS Season 6 Europe,1,2018-10-03
515,2327129,Cache,AGO,NiP,11,16,ESL Pro League Season 8 Europe,1,2018-10-03
516,2327127,Train,BIG,Astralis,9,16,ESL Pro League Season 8 Europe,3,2018-10-03
517,2327292,Cache,Movistar Riders,Windigo,7,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-03
518,2327292,Nuke,Movistar Riders,Windigo,14,16,GG.BET Shuffle - IEM Chicago Qualifier,0,2018-10-03
519,2327314,Train,mousesports,LDLC,16,13,ECS Season 6 Europe,1,2018-10-03
520,2327126,Overpass,HellRaisers,North,16,14,ESL Pro League Season 8 Europe,2,2018-10-03
521,2327305,Inferno,Sprout,Fragsters,10,16,ESEA MDL Season 29 Europe,0,2018-10-03
522,2327124,Dust2,Heroic,fnatic,10,16,ESL Pro League Season 8 Europe,2,2018-10-03
